StartDate,EndDate,Status,IPAddress,Progress,duration,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Instruct. cont.,consent_date,age,race,race_text,income,NRS_Time_First Click,NRS_Time_Last Click,NRS_Time_Page Submit,NRS_Time_Click Count,nrs_1,nrs_2,nrs_3,nrs_4,nrs_5,nrs_6,pmerq_time_First Click,pmerq_time_Last Click,pmerq_time_Page Submit,pmerq_time_Click Count,pmerq_repurp_eng_2,pmerq_sitmod_dis_3,pmerq_sitsel_eng_4,pmerq_sitsel_dis_5,pmerq_recons_dis_7,pmerq_sitsel_dis_9,pmerq_repurp_dis_10,pmerq_repurp_eng_11,pmerq_sitmod_eng_12,pmerq_recons_eng_13,pmerq_sitmod_eng_14,pmerq_repurp_dis_15,pmerq_attdep_eng_16,pmerq_sitsel_eng_17,pmerq_sitmod_eng_18,pmerq_repurp_eng_19,pmerq_attdep_dis_20,pmerq_sitsel_dis_22,pmerq_sitmod_eng_23,pmerq_attdep_eng_24,pmerq_recons_eng_25,pmerq_attdep_dis_27,pmerq_recons_eng_28,pmerq_respmod_eng_29,pmerq_sitmod_dis_30,pmerq_attdep_dis_32,pmerq_recons_dis_33,pmerq_repurp_dis_34,pmerq_recons_dis_36,pmerq_sitmod_eng_37,pmerq_attdep_eng_38,pmerq_repurp_dis_39,pmerq_sitsel_dis_41,pmerq_sitmod_dis_42,pmerq_repurp_eng_43,pmerq_sitsel_dis_45,pmerq_attdep_dis_46,pmerq_recons_eng_47,pmerq_sitmod_dis_48,pmerq_sitsel_dis_49,pmerq_attdep_eng_51,pmerq_attdep_eng_52,pmerq_repurp_eng_53,pmerq_sitsel_eng_54,pmerq_respmod_dis_57,pmerq_respmod_dis_58,pmerq_recons_dis_60,pmerq_sitmod_eng_61,ac_1,pmerq_attdep_dis_63,pmerq_sitsel_eng_64,pmerq_recons_dis_65,pmerq_recons_eng_67,pmerq_repurp_eng_68,pmerq_respmod_eng_69,pmerq_sitmod_dis_70,pmerq_respmod_dis_72,pmerq_respmod_eng_73,SWL_Time_First Click,SWL_Time_Last Click,SWL_Time_Page Submit,SWL_Time_Click Count,swl_1,swl_2,swl_3,swl_4,swl_5,RS_Time_First Click,RS_Time_Last Click,RS_Time_Page Submit,RS_Time_Click Count,rrs_brood_1,rrs_brood_2,rrs_brood_3,rrs_brood_4,rrs_brood_5,PANAS_Time_First Click,PANAS_Time_Last Click,PANAS_Time_Page Submit,PANAS_Time_Click Count,panas_pa_1,panas_na_2,panas_pa_3,panas_na_4,panas_pa_5,panas_na_6,panas_na_7,panas_na_8,panas_pa_9,panas_pa_10,panas_na_11,panas_pa_12,panas_na_13,panas_pa_14,panas_na_15,panas_pa_16,panas_pa_17,panas_na_18,panas_pa_19,panas_na_20,ACE_Time_First Click,ACE_Time_Last Click,ACE_Time_Page Submit,ACE_Time_Click Count,ace_1,ace_2,ace_3,ace_4,ace_5,ace_6,ace_7,ace_8,ace_9,ace_10,Nature_Time_First Click,Nature_Time_Last Click,Nature_Time_Page Submit,Nature_Time_Click Count,nature_freq,nature_time,nature_setting,perceived_exertion,FCV_Time_First Click,FCV_Time_Last Click,FCV_Time_Page Submit,FCV_Time_Click Count,fcv_1,fcv_2,fcv_3,fcv_4,fcv_5,fcv_6,fcv_7,PSS_Time_First Click,PSS_Time_Last Click,PSS_Time_Page Submit,PSS_Time_Click Count,pss_1,pss_2,pss_3,pss_4_r,pss_5_r,pss_6,pss_7_r,pss_8_r,ac_2,pss_9,pss_10,MacArthur_Time_First Click,MacArthur_Time_Last Click,MacArthur_Time_Page Submit,MacArthur_Time_Click Count,macarthur_us_rung,macarthur_us_salience,macarthur_comm_rung,macarthur_comm_salience,FM_Time_First Click,FM_Time_Last Click,FM_Time_Page Submit,FM_Time_Click Count,fm_1,fm_2,fm_3,fm_4,fm_5,fm_6,fm_7,ac_3,fm_8,fm_9,fm_10,fm_11,fm_12,SDS_Time_First Click,SDS_Time_Last Click,SDS_Time_Page Submit,SDS_Time_Click Count,sds_1,sds_2,sds_3,sds_4,sds_5_r,sds_6,sds_7_r,sds_8,sds_9_r,sds_10_r,sds_11,sds_12,sds_13_r,SitSelect_Time_First Click,SitSelect_Time_Last Click,SitSelect_Time_Page Submit,SitSelect_Time_Click Count,ss_approach_1,ss_approach_2,ss_approach_3,ss_approach_4,ss_avoid_5,ss_avoid_6,TAS_Time_First Click,TAS_Time_Last Click,TAS_Time_Page Submit,TAS_Time_Click Count,tas_dif_1,tas_ddf_2,tas_dif_3,tas_ddf_4_r,tas_eot_5_r,tas_dif_6,tas_dif_7,tas_eot_8,tas_dif_9,tas_eot_10_r,tas_ddf_11,tas_ddf_12,tas_dif_13,tas_dif_14,tas_eot_15,tas_eot_16,tas_ddf_17,tas_eot_18_r,tas_eot_19_r,tas_eot_20,PAQ_Time_First Click,PAQ_Time_Last Click,PAQ_Time_Page Submit,PAQ_Time_Click Count,paq_neg_ddf_1,paq_neg_dif_2,paq_gen_eot_3,paq_pos_ddf_4,paq_pos_dif_5,paq_gen_eot_6,paq_neg_ddf_7,paq_neg_dif_8,paq_gen_eot_9,paq_pos_ddf_10,paq_pos_dif_11,paq_gen_eot_12,paq_neg_ddf_13,paq_neg_dif_14,paq_gen_eot_15,paq_pos_ddf_16,paq_pos_dif_17,paq_gen_eot_18,paq_neg_ddf_19,ac_4,paq_neg_dif_20,paq_gen_eot_21,paq_pos_ddf_22,paq_pos_dif_23,paq_gen_eot_24,Dem_Time_First Click,Dem_Time_Last Click,Dem_Time_Page Submit,Dem_Time_Click Count,gender,gender_text,edu,zipcode,zipcode_duration,relationship,employment,employment_text,occupation,Occupation_11_TEXT,SC0,SC2,SC3,SC4,SC5,SC6,SC11,SC13,SC15,SC17,SC18,opp,QPMID,RISN,rid,Q_HCL,Q_BallotBoxStuffing,cintid,ProjectToken,gc,term,LS
2021-03-20 02:17:12,2021-03-20 02:26:11,IP Address,108.204.62.145,100,538,True,2021-03-20 02:26:11,R_2PsVfZWNasKl2wL,NA,NA,NA,NA,36.9427947998046875,-120.0825958251953125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,11/29/1980,1980,White/Caucasian,NA,"$10,000 to $19,999",1.483,7.164,7.984,10,5,5,4,5,5,5,0.747,13.668,14.417,29,3,2,2,3,2,2,2,2,2,3,3,3,2,2,2,3,2,3,3,3,3,1,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,0,3,2,2,3,3,3,2,3,2,8.128,17.208,17.364,13,NA,NA,NA,NA,NA,1.179,6.749,7.58,9,4,4,3,4,3,2.551,27.34,27.999,36,3,3,5,1,3,2,1,2,3,1,1,1,3,4,5,5,5,5,5,5,1.036,9.657,10.431,18,1,0,1,1,1,1,1,1,1,1,0.7,55.024,56.08,26,5,1,Yard or personal garden,20 (Maximal exertion),1.555,17.074,17.961,11,5,5,5,5,4,4,4,1.293,14.227,15.001,22,4,3,2,2,1,4,0,0,1,4,4,0.6,7.131,7.755,7,10,10,10,10,2.162,47.79,48.576,42,10,10,10,10,10,10,10,0,10,10,10,10,10,0.745,16.059,16.958,24,0,0,0,0,1,0,1,0,1,1,0,0,1,0.911,9.096,11.498,11,NA,NA,NA,4,NA,2,4.683,28.869,29.677,35,5,5,5,2,2,4,4,4,3,3,3,3,4,3,3,4,3,2,2,5,1.778,32.164,32.949,48,7,7,7,6,6,7,7,6,6,6,7,6,7,7,7,7,7,6,7,1,6,7,7,7,6,1.276,4.788,6.6,5,Female,NA,High school graduate (high school diploma or equivalent including GED),93638,> 3 years,Married,Working (paid employee),NA,Government,NA,221,29,9,18,63,9,32,24,20,35,28,Qual2591-0129-S1,73543697,10459396,6055af9c-cec6-8707-ad71-a7ce6fa47ec7,NA,NA,NA,NA,1,NA,359
2021-03-20 02:08:39,2021-03-20 02:26:20,IP Address,184.167.157.118,100,1060,True,2021-03-20 02:26:21,R_xaPiRQN3ynU6kE1,NA,NA,NA,NA,42.8430938720703125,-106.3130035400390625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,35,NA,Yes,08/08/1998,23,White/Caucasian,NA,"Less than $10,000",0.815,6.809,7.666,7,5,5,4,5,5,4,2.023,21.874,28.646,21,3,3,2,3,3,2,3,3,2,3,2,3,2,1,3,3,2,2,3,2,3,2,3,3,1,2,3,1,2,3,3,3,2,3,1,3,2,3,2,3,2,2,2,-1,1,3,2,3,0,2,3,3,3,2,3,2,2,2,1.513,7.218,8.218,7,NA,NA,NA,NA,NA,7.001,13.24,14.56,7,4,3,3,4,4,6.961,46.097,47.399,26,5,4,5,5,5,4,5,5,3,5,4,5,5,5,4,4,5,5,5,4,10,19.491,20.557,13,1,1,0,1,0,0,1,1,1,1,4.8,7.241,10.846,5,5,12,"Lakes, rivers, or the ocean",19 (Extremely hard),1.7,11.732,12.793,9,5,5,4,5,4,5,5,38.301,54.783,55.846,16,4,3,4,1,2,4,3,2,1,4,3,0.528,8.135,8.942,8,10,10,10,7,14.645,80.801,82.807,21,9,8,7,9,9,10,9,0,10,9,10,9,10,1.294,14.065,15.22,16,1,0,0,1,1,0,0,0,0,1,0,0,1,6.8,13.289,14.589,7,NA,4,NA,NA,NA,NA,1.537,27.9,30.331,27,5,4,5,2,1,5,4,5,4,1,4,5,5,4,3,5,5,2,1,4,31.933,155.506,157.356,40,6,6,5,7,6,7,6,6,5,5,5,6,6,5,6,6,7,6,7,1,7,6,7,7,7,4.706,8.392,9.245,5,Male,NA,Associate degree in college (2-year),92601,< 1 year,Married,Not working (temporary layoff from a job),NA,"Management, professional, and related",NA,247,28,9,18,92,7,33,30,20,47,45,Qual2591-0129-S1,73543697,10459396,6055ad4e-d910-0da7-bdcb-2622d6968f83,NA,NA,NA,NA,1,NA,359
2021-03-20 03:07:40,2021-03-20 03:16:26,IP Address,47.151.248.58,100,526,True,2021-03-20 03:16:27,R_1gN43NdpoSzayUo,NA,NA,NA,NA,33.97760009765625,-117.7375030517578125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,25,NA,Yes,12/12/1985,35,White/Caucasian,NA,"$200,000 to $249,999",12.4,31.947,46.498,12,5,5,4,5,5,4,0.352,12.388,14.36,28,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,3,3,3,2,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,3,2,3,2,3,2,3,2,2,0,2,2,3,3,3,3,2,2,2,0.687,4.806,5.776,11,NA,NA,NA,NA,NA,0.657,6.764,7.752,9,4,4,4,4,4,0.738,33.113,33.931,47,5,1,5,1,1,1,1,1,5,1,1,2,1,5,1,5,5,1,5,1,1.196,10.347,11.466,19,1,1,1,1,1,1,1,1,1,1,0.843,19.141,19.687,8,8,15,"Lakes, rivers, or the ocean",9 (Very light),1,6.689,7.737,13,5,5,5,5,4,4,4,0.503,10.817,11.511,23,4,3,3,0,0,3,0,0,1,3,2,0.4,7.106,7.721,10,9,9,8,9,0.554,21.104,22.634,27,10,8,10,9,8,9,8,1,9,8,9,8,8,0.624,11.697,12.725,25,0,0,0,0,1,0,1,0,1,1,0,0,1,0.601,5.035,5.595,13,NA,4,4,4,4,4,0.501,18.058,18.565,39,5,4,5,1,1,5,5,4,5,1,5,4,4,4,4,5,4,1,1,5,0.545,63.727,64.473,63,6,6,6,6,6,5,6,6,6,6,7,6,6,7,6,6,6,6,7,1,6,6,7,7,6,0.602,2.768,3.564,4,Male,NA,Bachelor's degree in college (4-year),90001,1 - 3 years,Married,Working (paid employee),NA,"Farming, fishing, and forestry",NA,192,28,7,20,49,10,32,18,17,39,10,Qual2591-0129-S1,73543697,10459396,6055bb4c-abd7-d6e3-08ca-d4e8453f4ba1,NA,NA,NA,NA,1,NA,359
2021-03-20 03:36:57,2021-03-20 04:06:10,IP Address,173.175.168.49,100,1752,True,2021-03-20 04:06:10,R_Qo9S6gsQHmOb9ex,NA,NA,NA,NA,31.777496337890625,-106.49030303955078125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,03/20/2021,32,White/Caucasian,NA,"$10,000 to $19,999",7.267,13.44,14.193,6,4,4,4,4,4,4,1.392,39.051,40.054,28,2,1,-1,2,-1,1,1,-1,1,1,1,1,1,1,-1,-3,3,2,-2,-2,-2,2,-1,1,1,3,2,-2,-2,3,3,3,2,3,2,-3,-3,-2,2,2,2,2,-2,-2,2,-2,-2,-2,0,-1,1,-1,-2,2,-1,1,1,-1,10.635,13.451,13.91,5,NA,NA,NA,NA,NA,4.01,8.465,8.978,6,2,4,2,3,2,7.976,91.156,93.588,34,4,3,5,1,5,1,1,2,3,3,3,5,1,3,5,5,5,1,5,1,4.133,22.59,23.114,14,0,0,0,0,0,0,0,0,0,0,6.226,10.314,17.301,3,4,20,Urban/suburban parks or public gardens,9 (Very light),4.207,12.655,13.184,7,5,5,5,5,5,5,5,5.529,13.789,14.483,12,3,3,2,2,2,2,1,1,0,2,2,4.714,11.915,13.459,4,8,8,7,7,7.199,19.101,19.856,15,10,8,8,8,8,8,8,0,6,6,6,6,6,7.927,35.419,37.867,16,1,0,0,0,0,0,0,0,1,1,0,1,1,4.536,17.477,18.433,6,NA,4,NA,4,NA,NA,7.915,69.136,74.305,31,2,2,3,2,3,5,3,3,2,4,2,4,2,4,4,2,4,2,2,4,4.276,43.688,47.51,35,4,4,5,4,5,4,3,4,3,4,4,3,2,5,4,3,4,1,5,0,5,4,5,5,5,1.476,4.408,5.195,3,Female,NA,Some college but no degree,79905,> 3 years,Married,Not working (other),NA,Unemployed,NA,207,24,10,13,62,0,35,20,15,43,19,Qual2591-0129-S1,73543697,10459396,6055c1fc-1c92-cae2-a82f-ad232a668cb4,NA,NA,NA,NA,1,NA,359
2021-03-20 03:58:36,2021-03-20 04:53:02,IP Address,50.102.192.57,100,3265,True,2021-03-20 04:53:02,R_2SH0Bh04XspCSWi,NA,NA,NA,NA,39.002105712890625,-85.6269989013671875,anonymous,EN,1,NA,0,0,NA,Yes,03202021,42,White/Caucasian,NA,"$20,000 to $29,999",14.727,78.816,88.982,9,4,4,4,4,4,4,14.207,199.254,204.285,24,-2,-2,-2,2,-2,1,1,-2,1,1,1,-1,-1,1,-1,-2,-1,1,-1,-2,-2,-2,-2,1,-2,-2,-2,-2,1,-2,1,-2,1,-2,1,1,-2,1,-2,1,1,1,1,1,1,-2,2,-2,0,-1,1,1,1,2,2,-1,2,1,19.833,61.246,66.481,8,NA,NA,NA,NA,NA,11.543,91.448,98.129,9,3,2,2,2,1,12.743,177.693,183.044,29,4,4,3,4,2,2,2,4,3,2,3,2,2,2,3,3,3,4,2,3,12.972,143.16,145.808,23,1,1,0,0,0,0,0,0,0,0,20.204,53.888,65.265,7,4,6,Yard or personal garden,6 (No exertion at all),16.531,69.361,72.392,12,NA,2,2,2,2,2,2,11.011,193.169,197.309,22,2,2,2,1,2,2,2,3,0,2,2,17,52.288,54.327,17,4,10,3,10,14.627,169.136,175.192,22,5,5,4,5,5,3,5,0,5,5,5,5,5,10.195,131.129,136.003,22,1,1,1,1,1,0,1,0,1,1,0,0,0,12.968,68.624,72.658,10,NA,NA,NA,NA,NA,NA,9.541,184.691,189.623,30,2,1,2,2,2,2,2,4,1,2,2,4,1,2,4,4,2,3,3,3,8.702,438.819,451.915,73,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,3,3,0,2,2,2,2,2,6.749,16.781,18.245,5,Male,NA,High school graduate (high school diploma or equivalent including GED),NA,> 3 years,Never Married,Not working (retired),NA,Other,Ssdi,195,24,29,10,66,2,15,20,7,30,36,Qual2591-0129-S1,73543697,10459396,6055c6f7-8430-2663-6e9c-d0e91f7c78ab,NA,NA,NA,NA,1,NA,359
2021-03-20 04:33:14,2021-03-20 04:54:34,IP Address,66.30.118.59,100,1279,True,2021-03-20 04:54:34,R_eXwPfQdvKnqIOu5,NA,NA,NA,NA,42.3686981201171875,-71.0863037109375,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,NA,0,30,NA,Yes,03/20/2021,35,White/Caucasian,NA,"$250,000 to $299,999",3.274,13.062,15,9,5,4,5,4,4,NA,0.312,32.234,33.252,27,2,3,1,2,2,3,1,2,3,2,2,3,2,1,2,1,1,-1,3,2,1,1,1,2,3,1,2,3,2,1,1,2,3,2,1,1,2,3,2,3,2,3,3,2,1,2,3,2,1,2,2,1,2,3,2,2,3,2,0.867,18.835,19.612,13,NA,NA,NA,NA,NA,1.265,13.419,14.499,9,4,3,2,3,3,2.239,55.053,56.782,28,5,1,5,1,5,1,2,3,2,5,3,2,1,5,1,5,5,1,5,2,6,128.191,129.204,34,1,0,0,0,0,0,0,0,0,0,1.682,30.131,34.529,12,6,5,Urban/suburban parks or public gardens,9 (Very light),10.105,32.245,33.553,11,4,4,5,4,4,4,5,2.086,136.838,138.686,23,4,3,0,1,1,4,0,1,1,4,3,10.296,39.859,40.626,18,10,9,9,9,3.946,61.572,63.058,35,9,9,7,9,9,10,8,1,9,9,10,9,4,1.509,51.296,52.766,19,0,0,0,0,1,0,1,0,1,1,0,0,1,6.061,16.007,17.45,9,NA,4,NA,4,NA,4,5.127,64.019,71.337,32,5,4,5,2,1,3,3,5,3,3,3,5,5,4,5,5,4,1,2,5,1.426,81.843,83.187,46,7,6,6,6,7,6,7,5,2,2,4,4,6,5,3,5,5,6,7,0,4,7,6,7,6,1.728,5.732,6.491,5,Male,NA,Bachelor's degree in college (4-year),33132,> 3 years,Married,Working (paid employee),NA,"Management, professional, and related",NA,192,25,9,15,65,1,30,21,19,49,16,Qual2591-0129-S1,73543697,10459396,6055cf5c-a71e-4194-622e-1b9416537399,NA,NA,NA,NA,1,FraudDetection,359
2021-03-20 06:24:32,2021-03-20 06:37:52,IP Address,24.10.4.71,100,799,True,2021-03-20 06:37:53,R_3Rjwon0VPau3Qwc,NA,NA,NA,NA,38.5879058837890625,-121.405303955078125,anonymous,EN,1,NA,0,0,NA,Yes,03/20/2021,41,South American,NA,"$40,000 to $49,999",0.933,13.007,13.907,11,1,1,5,5,5,5,0.7,31.047,32.381,29,3,-3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-3,3,3,3,3,3,-3,3,3,3,3,3,3,-3,3,-3,3,3,3,3,3,3,3,1,3,-3,3,3,3,3,3,3,3,0.859,71.184,72.388,56,NA,NA,NA,NA,NA,0.739,14.537,15.639,9,1,4,4,1,4,2.205,41.333,42.579,28,2,5,5,5,5,5,5,2,2,1,5,1,5,1,5,2,5,5,5,5,3.972,36.173,37.426,17,0,1,0,1,1,1,0,1,0,0,0.577,60.293,60.874,24,2,6,Urban/suburban parks or public gardens,18,4.455,19.573,21.071,10,5,5,1,5,1,5,5,4.389,37.285,38.473,21,3,3,4,4,1,0,0,4,1,4,4,0.66,13.461,16,11,9,9,10,9,1.015,35.646,36.729,37,10,9,9,9,10,10,0,0,3,10,10,10,10,0.934,31.483,36.444,20,0,1,0,1,0,1,1,1,1,1,0,0,1,2.179,12.315,13.462,10,NA,NA,NA,NA,NA,NA,2.248,38.264,39.498,33,1,5,5,5,1,5,5,5,5,2,5,5,5,5,5,5,5,1,1,5,0.746,53.562,55.165,43,1,6,7,6,7,7,7,1,7,7,7,7,7,7,7,7,6,7,7,1,7,7,1,7,1,1.125,6.023,7.115,5,Male,NA,Associate degree in college (2-year),95825,1 - 3 years,Never Married,Working (paid employee),NA,Other,retail gtocery,239,22,22,14,77,5,27,27,19,29,48,Qual2591-0129-S1,73543697,10459396,6055e99a-53ea-7c1f-83f0-52a9eb9b33f7,NA,NA,NA,NA,1,NA,359
2021-03-20 06:59:02,2021-03-20 07:11:37,IP Address,174.198.165.238,100,755,True,2021-03-20 07:11:38,R_1kY4ZYvAaBHXsia,NA,NA,NA,NA,39.7592926025390625,-104.9651031494140625,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,NA,0,0,NA,Yes,12/02/30,22,White/Caucasian,NA,"Less than $10,000",0.519,6.785,8.046,10,5,NA,NA,NA,2,4,0.566,23.842,25.619,34,2,-1,-1,-1,2,-1,1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,1,-2,-1,-1,-2,-1,-1,1,-1,-1,-1,-1,-1,-1,3,1,-2,1,-1,-3,-3,2,2,-2,-2,1,1,1,-1,-3,1,2,1,-1,2,-1,1,2,-1,1,1.023,7.156,7.885,11,NA,NA,NA,NA,NA,1.428,5.661,6.947,10,3,3,3,2,3,9.814,77.001,78.601,51,1,1,5,1,5,1,1,1,5,5,1,1,1,5,1,5,5,1,5,1,1.593,12.34,16.064,16,0,0,0,0,0,0,0,0,0,0,1.116,17.165,25.79,6,NA,22,Urban/suburban parks or public gardens,16,2.335,13.791,15.94,17,NA,NA,4,NA,NA,4,NA,0.974,9.902,10.993,15,1,3,3,2,3,2,2,1,0,2,2,0.592,12.888,14.201,10,10,10,10,10,0.525,23.983,26.485,30,3,1,3,8,4,4,2,1,0,5,3,1,0,0.72,26.767,27.181,32,1,0,1,1,0,0,1,0,0,0,0,1,1,0.885,5.987,6.945,10,NA,NA,NA,NA,NA,NA,0.396,59.59,62.804,33,4,4,4,2,3,4,4,3,3,3,3,3,5,4,3,3,3,3,2,3,0.888,38.593,40.73,56,4,2,3,5,4,4,4,6,5,4,7,3,4,5,4,3,5,4,4,0,4,4,4,3,4,1.967,6.111,6.835,6,Female,NA,Doctoral degree,90201,< 1 year,Never Married,Student,NA,Student,NA,220,20,28,14,80,0,23,21,20,54,26,Qual2591-0129-S1,73543697,10459396,6055f15a-ccdb-bc46-7c1b-2a9147bc0278,NA,NA,NA,NA,1,NA,359
2021-03-20 07:29:00,2021-03-20 08:01:18,IP Address,68.217.228.160,100,1938,True,2021-03-20 08:01:19,R_3jfie5mUQ4wpSiS,NA,NA,NA,NA,33.5077056884765625,-81.6876983642578125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,03/20/21,58,White/Caucasian,NA,"$40,000 to $49,999",4.148,29.93,31.051,9,4,NA,5,5,5,5,14.583,142.504,143.654,23,2,1,1,-2,2,1,2,2,2,2,2,1,1,2,2,2,-1,-1,2,2,3,-1,1,2,-1,-1,1,2,3,2,2,-1,-1,-2,2,1,1,-1,-2,-2,2,1,1,2,-2,-2,1,2,1,-2,2,2,2,1,2,-1,-2,2,14.016,44.336,45.389,8,NA,NA,NA,NA,NA,9.326,35.376,36.602,8,3,1,2,3,1,7.816,72.726,73.868,28,3,4,3,4,3,1,2,2,4,4,2,4,2,4,2,4,4,2,4,4,19.461,92.916,93.951,18,1,0,0,1,0,1,1,1,1,1,9.357,70.612,81.616,13,7,5,Yard or personal garden,8 (Extremely light),4.329,25.671,26.734,10,4,NA,NA,NA,4,NA,2,6.662,78.681,79.749,18,3,4,3,2,2,2,1,2,1,2,2,7.334,61.127,62.978,19,7,1,7,1,10.432,148.671,150.623,44,6,4,7,7,7,7,9,0,8,7,6,5,3,5.499,79.519,80.528,20,1,1,1,1,1,1,1,1,1,1,1,1,0,21.442,55.109,56.555,9,NA,NA,NA,NA,NA,4,5.829,117.646,118.571,30,1,1,1,1,5,1,1,2,1,1,1,1,1,1,2,4,1,2,5,3,13.646,154.112,155.375,38,2,1,1,7,6,4,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2.071,7.219,8.976,4,Female,NA,Some college but no degree,29803,> 3 years,Married,Not working (disabled),NA,Retired,NA,219,27,22,10,66,7,22,23,14,41,25,Qual2591-0129-S1,73543697,10459396,6055f879-6f9e-8040-e31f-eadb1ec6dce9,NA,NA,NA,NA,1,NA,359
2021-03-20 09:07:24,2021-03-20 09:26:42,IP Address,47.20.25.136,100,1157,True,2021-03-20 09:26:42,R_2OZLD0I4YpmFUPy,NA,NA,NA,NA,40.8730926513671875,-73.87259674072265625,anonymous,EN,0.40000000000000002220446049250313080847263336181640625,NA,0,10,NA,Yes,03/20/2021,30,White/Caucasian,NA,"$100,000 to $149,999",5.513,7.986,8.36,6,NA,4,NA,2,NA,4,10.175,67.424,71.991,24,2,-1,-1,1,-1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,7.415,11.312,12.286,6,NA,NA,NA,NA,NA,5.089,21.464,22.466,6,1,2,1,1,2,10.649,52.186,53.212,25,4,1,4,1,4,1,1,1,4,5,1,1,1,4,1,5,5,3,5,4,10.301,20.965,21.616,13,0,0,0,0,0,0,0,0,0,0,8.095,16.383,24.41,4,8,10,Urban/suburban parks or public gardens,10,5.702,11.343,12.79,10,NA,4,NA,2,NA,4,2,5.803,11.897,15.063,11,0,0,0,4,4,0,4,4,0,0,0,9.4,22.44,22.773,3,8,8,8,7,3.905,117.607,118.534,17,9,9,9,9,8,9,9,1,8,9,9,9,8,17.323,65.131,67.451,15,1,1,1,1,1,1,1,1,1,1,1,1,1,11.798,22.271,22.61,12,NA,NA,NA,NA,NA,NA,10.76,105.96,108.31,24,2,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,5,6.465,99.234,100.339,40,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,3.914,5.778,6.624,2,Male,NA,"Professional degree (JD, MD)",10004,1 - 3 years,Married,Working (paid employee),NA,"Construction, extraction, and maintenance",NA,176,19,19,7,56,0,21,16,16,41,15,Qual2591-0129-S1,73543697,10459396,60560f8f-ad09-79d3-a554-adc6aa76b6e3,NA,NA,NA,NA,1,FraudDetection,359
