StartDate,EndDate,Status,IPAddress,Progress,duration,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Instruct. cont.,consent_date,age,race,race_text,income,NRS_Time_First Click,NRS_Time_Last Click,NRS_Time_Page Submit,NRS_Time_Click Count,nrs_1,nrs_2,nrs_3,nrs_4,nrs_5,nrs_6,pmerq_time_First Click,pmerq_time_Last Click,pmerq_time_Page Submit,pmerq_time_Click Count,pmerq_repurp_eng_2,pmerq_sitmod_dis_3,pmerq_sitsel_eng_4,pmerq_sitsel_dis_5,pmerq_recons_dis_7,pmerq_sitsel_dis_9,pmerq_repurp_dis_10,pmerq_repurp_eng_11,pmerq_sitmod_eng_12,pmerq_recons_eng_13,pmerq_sitmod_eng_14,pmerq_repurp_dis_15,pmerq_attdep_eng_16,pmerq_sitsel_eng_17,pmerq_sitmod_eng_18,pmerq_repurp_eng_19,pmerq_attdep_dis_20,pmerq_sitsel_dis_22,pmerq_sitmod_eng_23,pmerq_attdep_eng_24,pmerq_recons_eng_25,pmerq_attdep_dis_27,pmerq_recons_eng_28,pmerq_respmod_eng_29,pmerq_sitmod_dis_30,pmerq_attdep_dis_32,pmerq_recons_dis_33,pmerq_repurp_dis_34,pmerq_recons_dis_36,pmerq_sitmod_eng_37,pmerq_attdep_eng_38,pmerq_repurp_dis_39,pmerq_sitsel_dis_41,pmerq_sitmod_dis_42,pmerq_repurp_eng_43,pmerq_sitsel_dis_45,pmerq_attdep_dis_46,pmerq_recons_eng_47,pmerq_sitmod_dis_48,pmerq_sitsel_dis_49,pmerq_attdep_eng_51,pmerq_attdep_eng_52,pmerq_repurp_eng_53,pmerq_sitsel_eng_54,pmerq_respmod_dis_57,pmerq_respmod_dis_58,pmerq_recons_dis_60,pmerq_sitmod_eng_61,ac_1,pmerq_attdep_dis_63,pmerq_sitsel_eng_64,pmerq_recons_dis_65,pmerq_recons_eng_67,pmerq_repurp_eng_68,pmerq_respmod_eng_69,pmerq_sitmod_dis_70,pmerq_respmod_dis_72,pmerq_respmod_eng_73,SWL_Time_First Click,SWL_Time_Last Click,SWL_Time_Page Submit,SWL_Time_Click Count,swl_1,swl_2,swl_3,swl_4,swl_5,RS_Time_First Click,RS_Time_Last Click,RS_Time_Page Submit,RS_Time_Click Count,rrs_brood_1,rrs_brood_2,rrs_brood_3,rrs_brood_4,rrs_brood_5,PANAS_Time_First Click,PANAS_Time_Last Click,PANAS_Time_Page Submit,PANAS_Time_Click Count,panas_pa_1,panas_na_2,panas_pa_3,panas_na_4,panas_pa_5,panas_na_6,panas_na_7,panas_na_8,panas_pa_9,panas_pa_10,panas_na_11,panas_pa_12,panas_na_13,panas_pa_14,panas_na_15,panas_pa_16,panas_pa_17,panas_na_18,panas_pa_19,panas_na_20,ACE_Time_First Click,ACE_Time_Last Click,ACE_Time_Page Submit,ACE_Time_Click Count,ace_1,ace_2,ace_3,ace_4,ace_5,ace_6,ace_7,ace_8,ace_9,ace_10,Nature_Time_First Click,Nature_Time_Last Click,Nature_Time_Page Submit,Nature_Time_Click Count,nature_freq,nature_time,nature_setting,perceived_exertion,FCV_Time_First Click,FCV_Time_Last Click,FCV_Time_Page Submit,FCV_Time_Click Count,fcv_1,fcv_2,fcv_3,fcv_4,fcv_5,fcv_6,fcv_7,PSS_Time_First Click,PSS_Time_Last Click,PSS_Time_Page Submit,PSS_Time_Click Count,pss_1,pss_2,pss_3,pss_4_r,pss_5_r,pss_6,pss_7_r,pss_8_r,ac_2,pss_9,pss_10,MacArthur_Time_First Click,MacArthur_Time_Last Click,MacArthur_Time_Page Submit,MacArthur_Time_Click Count,macarthur_us_rung,macarthur_us_salience,macarthur_comm_rung,macarthur_comm_salience,FM_Time_First Click,FM_Time_Last Click,FM_Time_Page Submit,FM_Time_Click Count,fm_1,fm_2,fm_3,fm_4,fm_5,fm_6,fm_7,ac_3,fm_8,fm_9,fm_10,fm_11,fm_12,SDS_Time_First Click,SDS_Time_Last Click,SDS_Time_Page Submit,SDS_Time_Click Count,sds_1,sds_2,sds_3,sds_4,sds_5_r,sds_6,sds_7_r,sds_8,sds_9_r,sds_10_r,sds_11,sds_12,sds_13_r,SitSelect_Time_First Click,SitSelect_Time_Last Click,SitSelect_Time_Page Submit,SitSelect_Time_Click Count,ss_approach_1,ss_approach_2,ss_approach_3,ss_approach_4,ss_avoid_5,ss_avoid_6,TAS_Time_First Click,TAS_Time_Last Click,TAS_Time_Page Submit,TAS_Time_Click Count,tas_dif_1,tas_ddf_2,tas_dif_3,tas_ddf_4_r,tas_eot_5_r,tas_dif_6,tas_dif_7,tas_eot_8,tas_dif_9,tas_eot_10_r,tas_ddf_11,tas_ddf_12,tas_dif_13,tas_dif_14,tas_eot_15,tas_eot_16,tas_ddf_17,tas_eot_18_r,tas_eot_19_r,tas_eot_20,PAQ_Time_First Click,PAQ_Time_Last Click,PAQ_Time_Page Submit,PAQ_Time_Click Count,paq_neg_ddf_1,paq_neg_dif_2,paq_gen_eot_3,paq_pos_ddf_4,paq_pos_dif_5,paq_gen_eot_6,paq_neg_ddf_7,paq_neg_dif_8,paq_gen_eot_9,paq_pos_ddf_10,paq_pos_dif_11,paq_gen_eot_12,paq_neg_ddf_13,paq_neg_dif_14,paq_gen_eot_15,paq_pos_ddf_16,paq_pos_dif_17,paq_gen_eot_18,paq_neg_ddf_19,ac_4,paq_neg_dif_20,paq_gen_eot_21,paq_pos_ddf_22,paq_pos_dif_23,paq_gen_eot_24,Dem_Time_First Click,Dem_Time_Last Click,Dem_Time_Page Submit,Dem_Time_Click Count,gender,gender_text,edu,zipcode,zipcode_duration,relationship,employment,employment_text,occupation,Occupation_11_TEXT,SC0,SC2,SC3,SC4,SC5,SC6,SC11,SC13,SC15,SC17,SC18,opp,QPMID,RISN,rid,Q_HCL,Q_BallotBoxStuffing,cintid,ProjectToken,gc,term,LS
2021-03-18 16:53:12,2021-03-18 17:06:36,IP Address,72.185.215.237,100,803,True,2021-03-18 17:06:36,R_2E4ANbvbC8EL9W3,NA,NA,NA,NA,28.030303955078125,-82.7816009521484375,anonymous,EN,1,NA,0,0,NA,Yes,03/18/2121,71,White/Caucasian,NA,"$200,000 to $249,999",4.186,19.714,21.014,6,1,4,2,NA,NA,NA,5.176,54.776,56.711,17,1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,1,1,-2,1,1,1,1,-1,-1,-1,-1,4.111,14.946,15.799,5,NA,NA,NA,NA,NA,2.948,10.948,12.244,5,1,1,1,1,1,7.193,36.471,38.17,20,4,1,3,2,4,1,1,1,3,3,3,4,1,3,1,3,4,1,3,1,4.36,22.723,24.251,11,0,0,0,0,0,0,0,0,0,0,5.337,9.41,14.257,2,3,23,"Lakes, rivers, or the ocean",11 (Light),4.256,15.172,17.694,7,NA,2,1,1,1,1,1,16.477,50.723,51.8,11,1,0,0,4,1,0,0,0,1,0,0,9.384,17.497,19.204,2,9,1,9,1,3.983,38.685,40.113,13,4,8,7,9,10,10,8,1,8,9,9,0,0,4.004,47.82,49.27,14,1,1,1,1,1,1,1,1,0,0,1,1,0,2.613,8.644,10.037,6,NA,NA,NA,NA,NA,NA,2.757,44.535,45.909,20,1,1,1,2,2,1,1,3,1,4,1,1,1,1,3,3,3,3,3,3,5.087,74.062,75.433,26,1,1,5,1,1,6,2,1,5,1,1,4,1,1,6,1,1,5,1,1,2,5,1,1,4,1.397,3.118,4.746,2,Male,NA,Bachelor's degree in college (4-year),34698,> 3 years,Married,Not working (retired),NA,Retired,NA,139,16,12,5,54,0,10,6,18,41,13,Qual2591-0129-S1,73543697,10356239,6053d9b3-ee2b-27ec-fb68-6d6b8bcb57da,NA,NA,NA,NA,1,NA,1081
2021-03-18 16:44:21,2021-03-18 17:10:05,IP Address,47.145.138.106,100,1543,True,2021-03-18 17:10:05,R_1DFFHkQUbB7ct4Y,NA,NA,NA,NA,34.0861968994140625,-117.9640960693359375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,03/18/2021,31,"East Asian (e.g. Chinese, Japanese, Korean, Taiwanese)",NA,"$40,000 to $49,999",5.978,22.412,23.347,6,4,NA,4,NA,2,NA,10.057,112.571,113.54,18,-2,-1,-2,2,-2,3,1,2,1,2,-2,1,-2,-3,1,1,2,-2,-2,1,-1,2,1,2,-1,2,-3,1,-1,-1,1,-2,2,2,-1,2,2,-1,2,2,1,-1,-1,-1,2,-2,-1,1,1,3,1,-2,-1,-2,-1,1,-2,-1,9.066,33.363,34.675,7,NA,NA,NA,NA,NA,16.294,32.272,33.904,5,2,1,3,2,1,12.047,69.749,70.744,22,4,2,3,2,3,1,2,3,4,2,2,3,1,3,2,2,3,2,1,2,9.526,70.213,71.537,11,0,0,0,1,0,0,0,0,0,0,9.849,18.053,25.64,2,3,4,Urban/suburban parks or public gardens,12,10.743,31.085,32.499,7,4,NA,2,2,NA,1,2,7.178,65.685,66.675,12,2,3,2,0,2,0,1,2,1,2,1,29.693,38.578,40.509,2,4,2,4,0,11.731,75.299,76.366,14,7,5,4,7,3,6,6,1,7,5,4,0,2,4.426,79.121,80.022,13,0,0,1,1,1,0,1,0,0,0,1,0,0,31.16,51.652,52.625,8,NA,4,NA,4,NA,NA,4.831,98.188,99.948,22,2,1,1,2,1,1,2,2,1,1,1,1,1,1,4,1,2,3,2,5,8.699,150.371,153.367,25,1,1,3,2,1,6,4,2,1,5,1,4,2,1,5,1,1,2,1,1,1,2,1,1,1,2.417,5.616,7.6,2,Female,NA,Master's degree,91706,> 3 years,Never Married,Not working (disabled),NA,Unemployed,NA,193,19,23,9,65,1,17,15,8,32,33,Qual2591-0129-S1,73543697,10356239,6053d797-1e97-9ad6-ce44-7e99ed3ba9de,NA,NA,NA,NA,1,NA,1081
2021-03-18 16:26:20,2021-03-18 17:11:29,IP Address,207.230.99.65,100,2709,True,2021-03-18 17:11:30,R_1CmrbCR8KR6rqVW,NA,NA,NA,NA,33.748504638671875,-84.3871002197265625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,2/10/1985,36,White/Caucasian,NA,"$50,000 to $59,999",15.977,35.912,37.373,10,5,5,5,5,5,5,14.073,123.06,125.01,32,1,2,-3,-1,3,3,3,3,-2,3,3,3,-3,-3,-3,3,3,-3,-3,1,3,-3,3,3,-3,-3,3,3,-3,-3,-1,-2,3,2,3,-3,-3,3,-3,-3,1,-2,3,-3,-3,-2,1,-3,1,-1,-3,3,3,3,3,-3,3,1,18.952,39.317,40.864,10,NA,NA,NA,NA,NA,12.288,33.108,34.821,8,3,2,4,4,2,13.593,81.628,83.609,33,3,2,2,3,4,2,2,1,3,3,5,3,2,3,3,2,3,5,4,2,12.767,108.711,110.383,27,1,1,1,1,1,1,0,0,0,0,10.464,37.25,38.054,11,4,3,Neighborhood trees,6 (No exertion at all),9.79,37.888,39.687,11,1,1,1,1,2,1,1,6.841,94.603,95.778,28,4,4,4,0,2,4,2,1,1,4,2,15.678,50.652,51.328,14,6,6,7,7,9.707,97.426,102.246,32,6,6,9,7,5,10,10,1,6,10,10,2,2,5.766,87.3,88.836,27,0,0,0,0,1,0,0,1,0,0,0,0,1,12.983,43.424,45.034,8,NA,NA,NA,NA,NA,NA,17.928,124.87,126.575,42,4,5,5,5,1,5,4,1,5,1,4,5,4,5,2,5,5,1,1,1,8.864,200.746,203.228,48,7,7,3,6,7,5,7,7,2,7,2,3,6,4,1,7,1,1,7,1,5,1,7,2,1,4.505,38.656,39.39,11,Male,NA,Bachelor's degree in college (4-year),NA,< 1 year,Married,Working (paid employee),NA,Other,NA,197,30,23,15,63,6,8,27,13,36,27,Qual2591-0129-S1,73543697,10356239,6053d341-b616-d39c-c451-5ab094bf3fa6,NA,NA,NA,NA,1,NA,1081
2021-03-18 16:41:09,2021-03-18 17:13:56,IP Address,191.102.132.160,100,1967,True,2021-03-18 17:13:57,R_3Rg4Dde90NUUfew,NA,NA,NA,NA,39.01800537109375,-77.53900146484375,anonymous,EN,NA,NA,0,0,NA,Yes,18 March 2021,40,White/Caucasian,NA,"$100,000 to $149,999",13.269,24.754,26.651,9,5,5,5,5,5,5,55.641,165.112,166.757,42,-2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,2,3,1,2,2,3,2,2,2,2,2,-1,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,-2,1,1,1,-1,3,2,2,2,2,2,-2,2,5.941,18.105,19.254,10,NA,NA,NA,NA,NA,9.249,41.072,43.069,11,2,3,2,4,4,46.55,104.813,106.322,42,3,2,4,3,5,1,1,3,2,5,2,2,1,1,3,1,5,2,5,1,49.771,86.55,87.749,22,0,1,0,0,0,0,0,0,0,0,5.657,31.044,34.755,10,6,3,Yard or personal garden,13 (Somewhat hard),37.912,63.438,65.407,17,4,4,NA,NA,4,2,2,52.845,113.853,115.272,30,4,3,4,3,0,4,2,0,1,4,3,10.406,42.639,43.494,16,8,7,9,9,0.985,72.773,75.298,41,9,7,5,7,7,9,10,1,9,7,6,8,6,4.729,67.579,69.382,28,0,0,0,0,1,0,1,0,1,1,0,1,1,8.231,27.481,28.851,12,NA,NA,NA,NA,2,NA,41.012,120.431,123.009,41,4,4,2,2,2,3,3,3,2,2,2,2,2,2,4,5,2,1,1,5,1.443,163.317,164.572,56,5,3,3,5,3,5,5,3,3,5,3,3,5,5,3,4,1,3,5,1,2,3,5,3,3,2.092,6.222,7.05,7,Female,NA,Master's degree,98101,> 3 years,Married,Working (paid employee),NA,Other,director,198,30,17,15,52,1,22,27,17,33,19,Qual2591-0129-S1,73543697,10356239,6053d6c5-42b8-6b4b-2df5-c5febef6192b,NA,NA,NA,NA,1,NA,1081
2021-03-18 16:44:42,2021-03-18 17:14:20,IP Address,173.169.107.209,100,1778,True,2021-03-18 17:14:21,R_2rZ4mSMD6nuifUN,NA,NA,NA,NA,27.9821929931640625,-81.67060089111328125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,03/18/2021,78,White/Caucasian,NA,"$20,000 to $29,999",9.805,57.12,58.861,6,4,2,1,4,NA,NA,18.233,148.798,150.021,17,-3,1,1,-2,-3,-3,-2,-3,-3,-1,1,-3,-2,2,-3,-2,-2,-2,1,-2,-2,-3,-2,-3,-3,-3,-3,-3,-3,1,-2,-2,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,3,-3,-2,-2,-3,1,-3,3,-3,2,-3,-3,-3,-3,-3,7.076,22.17,23.69,6,NA,NA,NA,NA,NA,8.372,28.811,29.923,5,2,1,2,2,1,15.755,63.807,65.084,20,2,2,1,3,1,1,2,4,1,1,5,3,1,1,2,2,2,1,1,1,30.62,102.054,103.17,10,1,1,0,0,0,0,0,0,0,0,13.987,19.741,23.434,2,4,0,NA,NA,6.75,59.237,60.717,8,NA,2,1,NA,1,1,1,9.367,96.798,98.212,12,4,3,2,2,3,0,2,3,1,4,1,13.766,23.392,24.977,2,2,1,2,1,32.066,104.577,105.928,13,0,1,0,9,0,0,0,1,5,0,0,5,0,7.575,83.536,84.796,13,1,0,1,1,0,0,0,0,0,0,0,0,0,30.886,72.265,73.485,7,NA,NA,NA,NA,2,NA,36.6,160.758,162.29,20,1,1,1,3,3,1,1,3,1,5,1,1,1,1,1,3,5,3,5,1,13.878,167.335,168.773,28,1,1,6,1,1,7,4,1,7,4,1,7,1,1,7,1,1,7,4,1,1,7,4,1,7,2.145,27.14,29.731,2,Male,NA,Some college but no degree,33881,> 3 years,Widowed,Not working (retired),NA,Retired,NA,170,17,35,8,45,2,12,24,4,18,27,Qual2591-0129-S1,73543697,10356239,6053d78a-af14-e7a0-2073-96315380d7a4,NA,NA,NA,NA,1,NA,1081
2021-03-18 16:30:41,2021-03-18 17:14:55,IP Address,66.226.57.121,100,2653,True,2021-03-18 17:14:56,R_u3QSif7itA8EBIR,NA,NA,NA,NA,36.040802001953125,-80.895599365234375,anonymous,EN,1,NA,0,0,NA,Yes,03/18/2021,46,White/Caucasian,NA,"$30,000 to $39,999",13.518,59.3,61.141,11,2,2,5,5,5,5,38.128,251.455,253.218,34,1,1,-1,1,-1,1,1,1,2,1,2,1,1,-1,2,2,1,1,-1,2,1,1,-1,-1,1,1,1,1,1,1,3,3,1,2,2,1,1,2,1,2,2,-3,-3,-1,-1,1,1,2,1,1,-1,1,-1,-3,1,1,1,-1,10.113,44.6,52.317,8,NA,NA,NA,NA,NA,8.963,40.049,41.773,8,2,2,2,2,2,20.985,123.058,125.534,30,4,1,4,1,3,1,1,2,4,3,1,3,1,4,1,4,3,1,4,2,15.103,91.981,94.242,19,0,0,0,0,0,1,0,0,0,0,37.554,119.56,125.526,20,8,7,Forests or other wilderness areas,9 (Very light),5.534,49.436,55.753,11,NA,4,NA,NA,NA,2,2,16.826,121.211,123.443,17,1,1,1,0,1,1,1,1,1,1,1,6.355,49.042,50.065,15,5,5,5,5,15.28,136.013,139.46,30,10,10,10,10,9,7,7,1,5,10,9,6,7,10.56,135.225,136.955,25,1,0,0,1,1,0,1,1,1,0,0,1,0,6.973,40.795,44.3,9,NA,NA,NA,NA,NA,NA,8.33,183.835,186.344,34,4,4,4,2,2,4,4,3,4,1,3,3,3,2,4,5,4,1,1,2,3.894,247.806,251.789,46,5,5,2,3,3,3,6,6,4,3,3,3,6,6,6,3,3,2,6,1,5,4,3,3,2,1.689,7.201,7.872,5,Female,NA,High school graduate (high school diploma or equivalent including GED),28689,> 3 years,Married,Not working (looking for work),NA,Unemployed,NA,162,24,17,10,48,1,20,9,10,36,12,Qual2591-0129-S1,73543697,10356239,6053d480-387b-508b-f266-2d65842b3c2b,NA,NA,NA,NA,1,NA,1081
2021-03-18 16:38:24,2021-03-18 17:20:19,IP Address,104.144.183.124,100,2515,True,2021-03-18 17:20:20,R_1dMt3zZ47ivJftq,NA,NA,NA,NA,42.8863983154296875,-78.8780975341796875,anonymous,EN,1,NA,0,0,NA,Yes,18/3/2021,40,White/Caucasian,NA,"$100,000 to $149,999",1.865,67.253,68.023,17,4,4,5,5,5,5,1.514,156.184,157.095,37,1,-3,3,3,3,3,1,3,1,1,3,3,1,3,1,1,-1,1,3,3,3,1,3,1,-3,-1,1,-1,1,3,1,1,1,1,1,3,1,3,1,3,1,1,3,3,1,-1,1,3,1,3,3,3,3,1,1,3,1,1,14.394,44.615,45.771,11,NA,NA,NA,NA,NA,2.591,51.127,51.848,10,2,3,2,1,3,3.213,168.657,173.884,75,5,2,4,2,5,1,1,1,5,3,2,2,1,3,2,3,2,2,5,2,1.491,103.102,103.814,29,0,0,0,0,0,0,0,0,0,0,12.008,61.381,62.137,14,6,11,Urban/suburban parks or public gardens,9 (Very light),2.349,59.385,61.669,17,1,1,1,1,4,1,1,2.613,85.729,86.524,27,1,2,2,1,1,2,1,1,1,1,0,1.734,68.236,69.001,23,5,5,8,8,2.486,99.869,100.889,36,8,9,10,10,10,10,10,1,6,10,10,5,6,1.798,93.957,98.249,29,0,0,0,0,1,1,1,1,0,1,1,1,1,16.58,49.961,51.077,10,NA,NA,NA,NA,NA,NA,2.851,150.41,151.712,46,4,4,1,4,1,1,2,2,2,1,2,4,2,1,4,5,4,1,2,2,8.034,222.881,223.804,71,7,3,5,1,1,3,5,5,1,3,3,4,3,5,5,3,1,1,3,1,5,3,3,5,1,3.417,10.467,11.258,7,Male,NA,Master's degree,46201,> 3 years,Married,Working (paid employee),NA,Other,Information Technology/IT,156,28,10,11,53,0,10,12,13,37,16,Qual2591-0129-S1,73543697,10356239,6053d60e-e938-5a95-5af9-7e61fc23aaba,NA,NA,NA,NA,1,NA,1081
2021-03-18 16:13:32,2021-03-18 17:24:39,IP Address,67.175.2.181,100,4266,True,2021-03-18 17:24:39,R_3HT9hiG7Grbr6LM,NA,NA,NA,NA,41.9427032470703125,-88.38909912109375,anonymous,EN,1,NA,0,0,NA,Yes,01/15/1963,58,White/Caucasian,NA,"$80,000 to $89,999",2.975,15.882,16.3,12,4,NA,1,2,4,1,13.984,120.809,121.438,29,-3,-1,-3,-3,-3,-2,-1,-1,-1,1,1,1,-1,2,2,2,-1,1,1,1,1,1,2,-1,-1,-1,1,1,2,-1,1,1,2,2,2,2,2,1,1,2,1,2,2,-1,1,1,-1,2,1,-1,1,2,2,2,-1,-1,2,-2,9.67,24.446,26.683,9,NA,NA,NA,NA,NA,40.558,51.681,52.356,8,1,1,1,1,1,15.949,53.026,53.714,28,3,1,4,1,3,2,1,1,4,4,1,4,1,3,1,4,4,1,4,1,17.027,45.221,46.049,17,0,0,0,0,0,0,0,0,0,0,5.45,32.824,33.952,9,1,0,NA,NA,3.074,15.696,16.431,13,1,1,1,1,1,1,1,36.445,75.65,76.278,21,0,0,0,0,0,0,1,0,1,0,0,9.528,26.582,27.691,9,5,0,5,0,4.22,64.084,65.213,29,6,8,6,9,9,10,10,1,9,9,9,3,9,40.407,1083.599,1084.458,23,1,1,1,1,1,1,1,1,1,1,1,1,1,45.197,65.749,66.667,10,4,4,4,4,2,NA,5.147,98.061,98.6,37,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,1,1,3,3,1,3.089,182.138,183.327,48,4,2,3,3,3,5,3,2,3,3,1,4,1,1,5,2,2,5,1,1,1,1,2,1,2,222.625,226.43,228.383,4,Female,NA,High school graduate (high school diploma or equivalent including GED),60140,> 3 years,Married,Working (paid employee),NA,Other,Education,124,15,19,5,52,0,7,1,10,41,11,Qual2591-0129-S1,73543697,10356239,6053d05e-7bc8-007c-a497-dadf447ca288,NA,NA,NA,NA,1,NA,1081
2021-03-18 17:07:20,2021-03-18 17:29:11,IP Address,71.192.41.249,100,1310,True,2021-03-18 17:29:11,R_1d15ASiQCUFwcRl,NA,NA,NA,NA,41.911407470703125,-72.4626007080078125,anonymous,EN,1,NA,0,0,NA,Yes,03/18/2021,68,White/Caucasian,NA,"$40,000 to $49,999",7.883,26.408,27.324,11,1,4,NA,5,5,5,19.096,107.045,108.067,27,-1,-2,-2,1,-2,2,1,-1,-1,1,-1,-2,1,1,-1,-3,-3,1,1,2,-2,-2,-2,1,1,-2,-1,1,1,-1,1,1,1,1,1,1,-1,-2,-2,2,1,-1,-2,-2,-2,-2,-2,-1,1,-2,-1,1,1,-1,-1,-1,-1,-1,10.434,27.1,28.438,9,NA,NA,NA,NA,NA,7.92,31.884,32.833,8,2,2,1,2,1,10.28,88.111,89.259,31,3,1,4,1,3,1,1,1,4,5,1,5,1,3,1,4,5,2,4,2,15.686,50.125,51.263,17,0,0,0,0,0,0,0,0,0,0,6.973,22.666,25.286,7,NA,0,NA,NA,8.535,31.139,32.227,11,NA,1,1,1,NA,2,2,6.209,74.318,75.172,19,0,0,0,1,1,0,1,1,1,1,1,4.315,43.573,44.255,21,8,4,5,2,11.203,81.051,84.388,28,10,9,4,10,10,10,9,1,5,10,9,4,4,7.374,78.585,80.242,23,1,1,1,1,1,1,1,1,1,0,1,1,1,3.671,33.898,35.317,10,4,NA,NA,NA,2,4,11.763,130.251,131.474,38,3,2,1,2,3,2,3,3,2,3,2,1,1,1,1,1,1,3,3,3,9.615,126.917,128.097,41,4,2,2,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1.911,5.466,6.489,4,Female,NA,Associate degree in college (2-year),06029,1 - 3 years,Divorced,Working (paid employee),NA,Other,NA,162,23,19,8,67,0,13,6,13,50,17,Qual2591-0129-S1,73543697,10356239,6053dd00-3b52-7009-9505-5e227f755e69,NA,NA,NA,NA,1,NA,1081
2021-03-18 16:59:40,2021-03-18 17:30:16,IP Address,71.223.143.170,100,1836,True,2021-03-18 17:30:17,R_2rMFWsslO9vDTJz,NA,NA,NA,NA,33.5037994384765625,-112.025299072265625,anonymous,EN,1,NA,0,0,NA,Yes,03/18/2021,63,White/Caucasian,NA,"$60,000 to $69,999",4.382,16.843,20.031,7,1,5,5,5,5,4,27.416,145.32,146.423,16,2,2,3,-1,3,1,2,2,-1,1,2,-3,2,3,-1,1,-1,-1,1,-2,1,1,1,-3,2,1,-2,-2,-1,1,-2,-2,-3,1,1,-3,1,3,-1,-3,-2,-3,-3,3,-3,2,-3,3,1,1,3,2,3,3,-3,1,3,-3,6.137,29.238,30.232,5,NA,NA,NA,NA,NA,5.407,16.956,18.769,5,1,1,1,2,1,25.891,79.539,80.559,20,5,1,5,1,4,1,1,1,4,5,2,5,1,3,1,5,5,1,4,1,7.719,159.41,160.562,11,0,0,0,0,0,0,0,0,0,0,19.503,24.083,30.823,2,8,16,Yard or personal garden,8 (Extremely light),11.678,27.715,29.685,7,5,1,1,NA,1,1,1,18.442,97.915,98.763,13,1,0,0,0,0,0,0,0,1,1,0,6.054,24.005,25.201,5,7,1,6,6,4.234,104.626,105.643,15,9,10,7,10,10,10,8,1,9,10,10,0,0,13.061,94.817,96.269,13,1,1,1,1,1,1,1,0,0,0,1,0,0,3.322,28.827,29.887,6,NA,NA,NA,4,NA,NA,3.939,72.76,74.68,22,1,1,4,1,1,1,1,4,4,1,2,1,1,1,5,1,5,1,2,2,12.313,119.101,120.308,26,1,1,1,1,1,4,1,1,1,4,1,4,1,1,4,1,1,4,1,1,1,1,1,1,1,1.369,5.085,6.051,2,Female,NA,Doctoral degree,85131,< 1 year,Married,Working (self-employed),NA,"Management, professional, and related",NA,146,25,13,6,58,0,13,2,13,47,11,Qual2591-0129-S1,73543697,10356239,6053db1e-a3c5-de8c-fd42-be8f536749b5,NA,NA,NA,NA,1,NA,1081
